,REF_DATE,GEO,DGUID,Class of electricity producer,Type of electricity generation,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,year,Prov
39421,2019-11-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174696,2.1.2,4093578.0,,,,0,2019,NL
39425,2019-11-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484835,2.1.11,186643.0,,,,0,2019,NL
39426,2019-11-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484878,2.1.7,0.0,,,,0,2019,NL
39427,2019-11-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v54257822,2.1.8,21362.0,,,,0,2019,NL
39428,2019-11-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484908,2.1.9,0.0,,,,0,2019,NL
39429,2019-11-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484808,2.1.10,0.0,,,,0,2019,NL
39451,2019-11-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v1059484874,3.1.2,0.0,,,,0,2019,PE
39455,2019-11-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484838,3.1.11,550.0,,,,0,2019,PE
39456,2019-11-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484881,3.1.7,0.0,,,,0,2019,PE
39457,2019-11-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174714,3.1.8,77391.0,,,,0,2019,PE
39458,2019-11-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484911,3.1.9,22.0,,,,0,2019,PE
39459,2019-11-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484811,3.1.10,0.0,,,,0,2019,PE
39477,2019-11-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174721,4.1.2,60652.0,,,,0,2019,NS
39480,2019-11-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484841,4.1.11,634074.0,,,,0,2019,NS
39481,2019-11-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v44174724,4.1.7,0.0,,,,0,2019,NS
39482,2019-11-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174725,4.1.8,99191.0,,,,0,2019,NS
39483,2019-11-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484914,4.1.9,0.0,,,,0,2019,NS
39484,2019-11-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484814,4.1.10,0.0,,,,0,2019,NS
39503,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174736,5.1.2,325492.0,,,,0,2019,NB
39505,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174738,5.1.4,476626.0,,,,0,2019,NB
39508,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484844,5.1.11,385656.0,,,,0,2019,NB
39509,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484885,5.1.7,0.0,,,,0,2019,NB
39510,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845222,5.1.8,92931.0,,,,0,2019,NB
39511,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484917,5.1.9,0.0,,,,0,2019,NB
39512,2019-11-01,New Brunswick,2016A000213,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484817,5.1.10,0.0,,,,0,2019,NB
39534,2019-11-01,Quebec,2016A000224,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174752,6.1.2,17356964.0,,,,0,2019,QC
39536,2019-11-01,Quebec,2016A000224,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174754,6.1.4,,..,,,0,2019,QC
39539,2019-11-01,Quebec,2016A000224,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484847,6.1.11,148121.0,,,,0,2019,QC
39540,2019-11-01,Quebec,2016A000224,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174757,6.1.8,996089.0,,,,0,2019,QC
39541,2019-11-01,Quebec,2016A000224,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484920,6.1.9,51.0,,,,0,2019,QC
39542,2019-11-01,Quebec,2016A000224,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484820,6.1.10,0.0,,,,0,2019,QC
39562,2019-11-01,Ontario,2016A000235,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174770,7.1.2,3169729.0,,,,0,2019,ON
39564,2019-11-01,Ontario,2016A000235,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174772,7.1.4,7149872.0,,,,0,2019,ON
39567,2019-11-01,Ontario,2016A000235,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484850,7.1.11,1236264.0,,,,0,2019,ON
39568,2019-11-01,Ontario,2016A000235,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174775,7.1.8,1151042.0,,,,0,2019,ON
39569,2019-11-01,Ontario,2016A000235,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v54259610,7.1.9,95171.0,,,,0,2019,ON
39570,2019-11-01,Ontario,2016A000235,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v67408299,7.1.10,0.0,,,,0,2019,ON
39591,2019-11-01,Manitoba,2016A000246,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174789,8.1.2,2866894.0,,,,0,2019,MB
39595,2019-11-01,Manitoba,2016A000246,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484853,8.1.11,10065.0,,,,0,2019,MB
39596,2019-11-01,Manitoba,2016A000246,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845224,8.1.8,72825.0,,,,0,2019,MB
39597,2019-11-01,Manitoba,2016A000246,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1061444188,8.1.9,2.0,,,,0,2019,MB
39598,2019-11-01,Manitoba,2016A000246,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484824,8.1.10,0.0,,,,0,2019,MB
39617,2019-11-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174802,9.1.2,285722.0,,,,0,2019,SK
39621,2019-11-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484856,9.1.11,1747665.0,,,,0,2019,SK
39622,2019-11-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174806,9.1.8,69625.0,,,,0,2019,SK
39623,2019-11-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484924,9.1.9,0.0,,,,0,2019,SK
39624,2019-11-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v62783204,9.1.10,10941.0,,,,0,2019,SK
39643,2019-11-01,Alberta,2016A000248,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174631,10.1.2,151649.0,,,,0,2019,AB
39647,2019-11-01,Alberta,2016A000248,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484859,10.1.11,6369992.0,,,,0,2019,AB
39648,2019-11-01,Alberta,2016A000248,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174635,10.1.8,443369.0,,,,0,2019,AB
39649,2019-11-01,Alberta,2016A000248,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484927,10.1.9,630.0,,,,0,2019,AB
39650,2019-11-01,Alberta,2016A000248,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v72497746,10.1.10,4687.0,,,,0,2019,AB
39670,2019-11-01,British Columbia,2016A000259,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174647,11.1.2,5550398.0,,,,0,2019,BC
39674,2019-11-01,British Columbia,2016A000259,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484862,11.1.11,504634.0,,,,0,2019,BC
39675,2019-11-01,British Columbia,2016A000259,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484888,11.1.7,0.0,,,,0,2019,BC
39676,2019-11-01,British Columbia,2016A000259,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484899,11.1.8,184522.0,,,,0,2019,BC
39677,2019-11-01,British Columbia,2016A000259,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484930,11.1.9,58.0,,,,0,2019,BC
39678,2019-11-01,British Columbia,2016A000259,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484829,11.1.10,0.0,,,,0,2019,BC
39700,2019-11-01,Yukon,2016A000260,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174662,12.1.2,33858.0,,,,0,2019,YT
39703,2019-11-01,Yukon,2016A000260,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484865,12.1.11,10764.0,,,,0,2019,YT
39704,2019-11-01,Yukon,2016A000260,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174664,12.1.8,0.0,,,,0,2019,YT
39705,2019-11-01,Yukon,2016A000260,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484933,12.1.9,0.0,,,,0,2019,YT
39706,2019-11-01,Yukon,2016A000260,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v99450114,12.1.10,0.0,,,,0,2019,YT
39721,2019-11-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174672,13.1.2,21759.0,,,,0,2019,NT
39724,2019-11-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484868,13.1.11,38082.0,,,,0,2019,NT
39725,2019-11-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v65654502,13.1.8,1592.0,,,,0,2019,NT
39726,2019-11-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484936,13.1.9,31.0,,,,0,2019,NT
39742,2019-11-01,Nunavut,2016A000262,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174684,14.1.2,0.0,,,,0,2019,NU
39745,2019-11-01,Nunavut,2016A000262,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484871,14.1.11,16600.0,,,,0,2019,NU
39746,2019-11-01,Nunavut,2016A000262,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484904,14.1.8,0.0,,,,0,2019,NU
39747,2019-11-01,Nunavut,2016A000262,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484939,14.1.9,0.0,,,,0,2019,NU
39795,2019-12-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174696,2.1.2,4577001.0,,,,0,2019,NL
39799,2019-12-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484835,2.1.11,206547.0,,,,0,2019,NL
39800,2019-12-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484878,2.1.7,0.0,,,,0,2019,NL
39801,2019-12-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v54257822,2.1.8,17874.0,,,,0,2019,NL
39802,2019-12-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484908,2.1.9,0.0,,,,0,2019,NL
39803,2019-12-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484808,2.1.10,0.0,,,,0,2019,NL
39825,2019-12-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v1059484874,3.1.2,0.0,,,,0,2019,PE
39829,2019-12-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484838,3.1.11,556.0,,,,0,2019,PE
39830,2019-12-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484881,3.1.7,0.0,,,,0,2019,PE
39831,2019-12-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174714,3.1.8,80798.0,,,,0,2019,PE
39832,2019-12-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484911,3.1.9,17.0,,,,0,2019,PE
39833,2019-12-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484811,3.1.10,0.0,,,,0,2019,PE
39851,2019-12-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174721,4.1.2,135697.0,,,,0,2019,NS
39854,2019-12-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484841,4.1.11,760711.0,,,,0,2019,NS
39855,2019-12-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v44174724,4.1.7,0.0,,,,0,2019,NS
39856,2019-12-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174725,4.1.8,104338.0,,,,0,2019,NS
39857,2019-12-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484914,4.1.9,0.0,,,,0,2019,NS
39858,2019-12-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484814,4.1.10,0.0,,,,0,2019,NS
39877,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174736,5.1.2,303317.0,,,,0,2019,NB
39879,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174738,5.1.4,493553.0,,,,0,2019,NB
39882,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484844,5.1.11,457088.0,,,,0,2019,NB
39883,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484885,5.1.7,0.0,,,,0,2019,NB
39884,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845222,5.1.8,96946.0,,,,0,2019,NB
39885,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484917,5.1.9,0.0,,,,0,2019,NB
39886,2019-12-01,New Brunswick,2016A000213,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484817,5.1.10,0.0,,,,0,2019,NB
